Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97,Sensor_98,Sensor_99,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108
0.1392477739356762,0.8862445002616506,0.7806791936858485,0.12955986802914465,0.5002521871271736,0.5780420090603076,0.7053661838052333,0.5215910197233391,0.06476847519642392,0.6015366520860905,0.08676621243164225,0.15123980129816159,0.5498165512522609,0.0002549330055117745,0.1376541863554584,0.20604362611269467,0.1393775303546792,0.18845262569098897,0.015163953501349777,0.4517893896728868,0.030812474465183395,0.03872826262314248,0.010041766241679543,0.016971778620298746,0.01749329759996506,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.2670415974042251,0.6615774180528473,0.12145560699759053,0.00010463288752667677,0.19157830860491842,0.0007995468003159486,0.618513860659837,9.792483927240825e-05,0.0015207674194821375,0.660441961694459,0.003493476038816303,8.817001645858981e-05,0.051762017806751784,0.0,0.0,0.3877514838915362,0.0,0.004479243951130682,0.728400726698417,0.4102612479169284,0.03650171246587588,0.981833535009077,0.024297806978851342,0.07395966870520584,0.16971122993536422,0.3607017094344277,0.3580800138561039,0.34525054854511783,0.5966749049266065,0.001973395033676156,0.003341139214105941,0.06540212341143989,0.0020600174607077466,0.20021159042142292,0.03925094033689196,0.7546588633645914,0.3341028008980798,0.0,0.0004960473952700718,0.00010913603780054584,0.5808560085572284,0.0,0.2881785855908726,0.01953876122722776,0.5235354689595714,0.3491067042982421,0.22871164047745382,0.15359834585716692,0.19369687294024987,0.293958036052131,0.014031871868660969,0.04843251057777569,0.07815048935744992,0.037216263794571124,0.0027472792427756603,0.009284268633054659,0.7296867729617375,0.5145973025657802,0.06922089336305183,0.3661333852136122,0.002970852291903882,0.02057130872549697,0.07861683026412081,1.0494193109090786e-05,0.03634579024881073,0.03852320445527132,0.7119423659460832,0.00011605488837916378,0.0,0.04054003176650418,0.036546110529284075,0.049223998641182515,0.04404879934675726,0.014771790579612734,0.01770284381506277,0.20761066338699669,0.5365258721241667
0.17543026637565512,0.8573452230792056,0.7574619685948195,0.16322503058789886,0.4839100104152151,0.5608511686421571,0.6778328693199552,0.4890910221426635,0.08420141873657443,0.6015366520860905,0.08437003110967978,0.1528034876774194,0.5474867641075414,0.000348687786135533,0.13750659397771517,0.20604362611269467,0.13973264968511584,0.18845262569098897,0.011158912575424671,0.4517893896728868,0.030381011553345178,0.038415696324317156,0.008455882403476897,0.015303196698908119,0.017139063429493073,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.4153510129758314,0.9582221703707681,0.13587347337520203,9.444218713081983e-05,0.2134228717852109,0.0007096063470908672,0.6282608096029872,7.793557505363948e-05,0.001476696122158363,0.6708489800128178,0.0032780506465399295,8.585440931244176e-05,0.07327706427286629,0.0,0.0,0.3877514838915362,0.0,0.004715734162167846,0.7043497593075063,0.3976655078493419,0.03650171246587588,0.981833535009077,0.024808292582043534,0.07241834037407864,0.1720090411541418,0.36066516673472776,0.2909998727457585,0.24934813294763225,0.6147137959950723,0.0021024905861204753,0.003341139214105941,0.06242173348452541,0.002190891517273676,0.20482184428014455,0.041661943693109146,0.7546588659507846,0.3341028008980798,0.0,0.0004427265926894273,7.862936215081358e-05,0.5808560085572284,0.0,0.2874808166184908,0.0,0.5235354689595714,0.23273780286549473,0.23072491950626775,0.16502007316169817,0.19369687294024987,0.2968821143925813,0.014967391298574627,0.04689094525202987,0.07815048935744992,0.037216263794571124,0.0033788376893907554,0.009284268633054659,0.7326725337967707,0.5157470139790564,0.06922168182326612,0.3661341901699526,0.002970852291903882,0.02057130872549697,0.07861772574870393,0.00011438670488908997,0.03634579024881073,0.03852320445527132,0.723160974280631,0.0001130995627598853,0.0,0.04054003176650418,0.05143917869295517,0.049223998641182515,0.05801689702910902,0.014543398219307122,0.0174291333084554,0.21029190296273054,0.5415137626229717
0.13804942820473234,0.9183548082421451,0.8097007250496345,0.14456271111990693,0.517502262545352,0.5995305595829955,0.7343578306255587,0.5643365981278409,0.03775133840013643,0.6015366520860905,0.34507340127975195,0.07306201236626382,0.5530132359392018,0.00010417791342096025,0.1380401778269476,0.20604362611269467,0.14186324931146727,0.18845262569098897,0.4250580713431252,0.4517893896728868,0.031235200334711548,0.03925965349719195,0.007399059458063009,0.010612504585411587,0.017820277837094497,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.4214208876313532,0.6959151791614416,0.1727251995361657,0.00014327169792905273,0.2692553526885044,0.0011000241920448401,0.6531718785819426,7.660574788167177e-05,0.0014025920253495075,0.6974458573008472,0.003238220013532824,0.00016151996474108086,0.029348752938261856,0.0,0.0,0.3877514838915362,0.0,0.006561388653481347,0.6974780543385865,0.4066624650404278,0.03650171246587588,0.981833535009077,0.03533778304760836,0.2905295984198378,0.05499019657404334,0.36141262262938134,0.21860890103101796,0.21704370176135399,0.6097302041913072,0.006739218902626913,0.003341139214105941,0.2637263065172415,0.0013673228516882924,0.09413575986080733,0.07627473907339559,0.7546588603385908,0.3341028008980798,0.0,0.0004925372772723518,0.0002623745934105385,0.5808560085572284,0.0,0.2874808166184908,0.0,0.5235354689595714,0.23273780286549473,0.2568244189776043,0.13892101343497745,0.21615370820301816,0.34842591572712933,0.00467729062288699,0.011209255180317125,0.07815048935744992,0.662449495543366,0.0004105129902998111,0.009284268633054659,0.7298526485636839,0.5133799610693701,0.01556617578061965,0.3387447457331407,0.002970852291903882,0.02057130872549697,0.017679104382372128,0.00011543612419999901,0.03634579024881073,0.03852320445527132,0.7518317653649963,0.0002124115207072671,0.0,0.04054003176650418,0.020596796396562082,0.049223998641182515,0.02319199673719727,0.05824912344494898,0.06980705075344203,0.09855890440714633,0.5308017474018131
0.11876611715737856,0.4399112193327762,0.37437775459284195,0.1105031845776715,0.2478563467980371,0.27720230174267546,0.3531307660147624,0.1724786517347635,0.030557982566713122,0.6015366520860905,0.37399247210421854,0.06455308810346429,0.520278128908178,0.00014767189162068523,0.1381407469913374,0.20604362611269467,0.14044283016785492,0.18845262569098897,0.00322137830415015,0.4517893896728868,0.03662760483650899,0.044292132222909154,0.005813608566580273,0.009740088968171075,0.022125484144474666,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.5027281336253879,0.6109555797207756,0.0018050688444885444,0.014916144098156342,0.0027258364805532974,0.10865869119219287,0.00011988508946378598,0.00011827198773511505,0.7895974117693251,0.00012383248050165847,0.0051128154461710295,0.0867694469000476,0.3845193328134482,0.0,0.0,0.3877514838915362,0.0,0.006864534694554233,0.7164897714190023,0.42021788054177545,0.03650171246587588,0.981833535009077,0.024842443288572547,0.3613679223495342,0.04250110974989785,0.3616507232296407,0.26793610751335833,0.26247102250345855,0.5844633362106775,0.002427549027962925,0.003341139214105941,0.32798117625443374,0.002473833301456413,0.08273570074179758,0.048284089315839114,0.7546588559054078,0.3341028008980798,0.0,0.42072389996280657,0.4235680317852961,0.5808560085572284,0.487537748477502,0.2874808166184908,0.0,0.0,0.3491067042982421,0.334413319148397,0.18396591498846662,0.28352697349430495,0.39578678023973307,0.01964498844814245,0.05336368283545184,0.07815048935744992,0.7443252758914224,0.000126311689323019,0.009284268633054659,0.7130992127671083,0.007304048978460267,0.012135585388244012,0.370419978965071,0.002970852291903882,0.02057130872549697,0.013826729705762535,0.00021827921666908915,0.03634579024881073,0.03852320445527132,0.00013348892830638534,0.1142943898939475,0.0,0.04054003176650418,0.2557196054940681,0.049223998641182515,0.017449150188899535,0.08256278507870982,0.0989450859939901,0.08769880324332013,0.6099447026085973
0.09776538004260053,0.4800491043083945,0.40920359222938507,0.09096353484250037,0.270553814453535,0.3029885623699009,0.3831123303313978,0.5405760204066551,0.07081250086143598,0.6015366520860905,0.0773705648749671,0.15123442551082647,0.5226229268256924,0.005332326667540353,0.13725127193300865,0.20604362611269467,0.14062038983307323,0.18845262569098897,0.3859310354567899,0.4517893896728868,0.0371860668814463,0.04479223317993031,0.008456315350197674,0.013097400368253213,0.02269768281870587,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.3422286387089912,0.5733429650444783,0.011826070614356273,0.0010822532910591497,0.017754451096163866,0.008552381026213236,0.006827600004111968,7.437228385951663e-05,0.1355258557652983,0.0072924584660105825,0.0033860982400937475,0.006829507729023764,0.35038198277389526,0.0,0.0,0.3877514838915362,0.0,0.006073184051719712,0.6523733525749079,0.3766828170497374,0.03650171246587588,0.981833535009077,0.0851755104966059,0.07382755742600355,0.1697109085437359,0.3609464413544082,0.27604139885500384,0.27256657073001217,0.6242071101595839,0.000997203011797462,0.003341139214105941,0.0647124092884107,0.0012477306915068005,0.20144206672461104,0.01983442506537412,0.7546588590041803,0.3341028008980798,0.0,0.09176537060917654,0.7622473718211018,0.5808560085572284,0.0,0.2874808166184908,0.0,0.0,0.3491067042982421,0.24305456631468242,0.06335297958915595,0.2049252905716342,0.32313994223839265,0.009354887772454816,0.020161418330356982,0.07815048935744992,0.3423896269100543,0.0018946753398452836,0.009284268633054659,0.7462743331563666,0.5280556891094247,0.06922049913294467,0.39527340845160436,0.002970852291903882,0.02057130872549697,0.07861638252182925,8.395354487272666e-06,0.03634579024881073,0.03852320445527132,0.007861115161268218,0.008995778041671239,0.0,0.04054003176650418,0.2341298287138873,0.049223998641182515,0.024288076662640375,0.01669783809559029,0.020011062183849997,0.20554189346716709,0.6023563619301806
0.133360338363099,0.5667469358557297,0.4904638800479867,0.10630553274186241,0.32048824329563014,0.3631565038334275,0.4540093188356192,0.5772018568362757,0.07753777724286026,0.6015366520860905,0.3325401140627925,0.07054622604745331,0.5281203258739253,0.00040632355051076533,0.13858832018920858,0.20604362611269467,0.14079794949829155,0.18845262569098897,0.11968251123841571,0.4517893896728868,0.03976388006330414,0.04713657004035884,0.008984943296265221,0.016107807011696874,0.024768557653858898,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.269986862498965,0.7016581843727977,0.0899418159577616,0.0002782904147094508,0.13665276369443263,0.0022090150115723402,0.05994552340351114,7.687341670441135e-05,0.017593895925223722,0.06400677013914179,0.0031389624463880354,0.0017640099346373406,0.27559015016852273,0.0,0.0,0.3877514838915362,0.0,0.0035833660723888945,0.6490106033347838,0.4085001414028874,0.03650171246587588,0.981833535009077,0.13534386879127147,0.3090297885405761,0.05129772101347951,0.3598667276848297,0.2981443238028603,0.3048710019162899,0.5888579186316778,0.0013827342682272946,0.003341139214105941,0.2700402485644016,0.0013903383411946954,0.09271794655118014,0.027484760889601143,0.7546588601987977,0.3341028008980798,0.0,0.0004909897700654902,0.00014399991354828768,0.5808560085572284,0.0,0.2867978937944535,0.01933897465721836,0.0,0.23273780286549473,0.26142149779067464,0.07922982138267344,0.22176837693587406,0.35472260972577446,0.0065483294827140895,0.012233787210782254,0.07815048935744992,0.4763681765705104,0.0011683831262379242,0.009284268633054659,0.746440208758313,0.5145973025657803,0.015211368684189168,0.3385642342738167,0.002970852291903882,0.02057130872549697,0.01727613631996527,0.00011753496282181714,0.03634579024881073,0.03852320445527132,0.06899794024719225,0.00232380366503157,0.0,0.04054003176650418,0.1868287870063608,0.049223998641182515,0.01584733805660589,0.0681692183699562,0.08169551411484201,0.09553462918995952,0.5861067484455522
0.2712304466225347,0.510553896889864,0.4498337361386859,0.2160998570988051,0.289619687284153,0.3330725331016642,0.40249429811423176,0.4676235665963159,0.10059592758924792,0.6015366520860905,0.07325571081442853,0.15613722292252938,0.5246681869745549,0.00035894808713497636,0.13690290129322585,0.20604362611269467,0.1393775303546792,0.18845262569098897,0.007386410371852245,0.4517893896728868,0.042466058477086024,0.049730970182046315,0.007399059458063009,0.012708346551786341,0.026948403580394683,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.33331989412084717,0.6004285572746125,0.16336253205493773,7.765240170801835e-05,0.24834601663378278,0.0005933075437124617,0.10983847868985552,7.57624186377558e-05,0.009002628310815112,0.1172842794709304,0.0033069478903169375,0.0004737860068476063,0.3297430573331581,0.0,0.0,0.3877514838915362,0.0,0.006790773209819043,0.7129775666571843,0.44376140738354136,0.03650171246587588,0.981833535009077,0.024893069611704528,0.0694431298301006,0.17689740648695287,0.3615991594330068,0.3103892103740519,0.27256657073001217,0.6291320463639708,0.0018075597721718877,0.003341139214105941,0.06440480356134702,0.0019325029456006434,0.20180685776239113,0.03588420712181497,0.7546588700246594,0.3821680166001436,0.148211713781584,0.049307784795532945,0.8424004186981794,0.5808560085572284,0.0,0.2896206414671181,0.033412808918010024,0.0,0.23273780286549473,0.21446620973367148,0.10213144538418788,0.1796602011081107,0.278812806567815,0.01496769782525546,0.04459918251620342,0.07815048935744992,0.037216263794571124,0.002399922097137359,0.009284268633054659,0.7127674615632158,0.5008007656064664,0.06918147035233732,0.3936834184403244,0.002970852291903882,0.02057130872549697,0.07857205603496449,0.00011543612419999901,0.03634579024881073,0.03852320445527132,0.1264300249733457,0.0006251018823981683,0.0,0.04054003176650418,0.221457933921113,0.049223998641182515,0.06734588837194297,0.01540493393621501,0.018461616957294015,0.2148537965703339,0.5979617468745377
0.13272979302804894,0.5828020898459767,0.5049746457298795,0.14120432163630528,0.3277514329453896,0.3739007790947713,0.46267894253042674,0.5676125987475152,0.05805293400172396,0.6015366520860905,0.079750342886201,0.1512331542726788,0.5289132199674214,0.00028475299070257845,0.1380549775800786,0.20604362611269467,0.14044283016785492,0.18845262569098897,0.0956642547746815,0.4517893896728868,0.04144658658107631,0.04869945274547893,0.010041766241679543,0.011524846524122792,0.026185449693759348,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.41382806054279486,0.6330738748662847,0.1887733073456503,6.75898461896014e-05,0.2866262650918831,0.0005398908878123678,0.1269378067127581,7.762997546156472e-05,0.008251544078485502,0.13554389892670063,0.003282095462667048,0.00043113011216631183,0.266953465304057,0.0,0.0,0.3877514838915362,0.0,0.0031439717385378244,0.7061773404161559,0.4066998991885987,0.03650171246587588,0.981833535009077,0.030565132917387272,0.07388795115363879,0.169709148160995,0.36000554963902576,0.2958028356706781,0.27862389966594403,0.6290296710946697,0.0017995563100550451,0.003341139214105941,0.0645231506409057,0.001912586200934227,0.2013626552621231,0.035725300628798765,0.7546588613536218,0.3341028008980798,0.0,0.0005001301759383071,0.00014994340470118818,0.5808560085572284,0.0,0.2874808166184908,0.0,0.0,0.23273780286549473,0.22686975046067073,0.1127183455919382,0.1908895385738221,0.2888846041096713,0.01590291072848816,0.05163384525353668,0.07815048935744992,0.037216263794571124,0.003726194835029057,0.009284268633054659,0.7462743331563666,0.5281909492756924,0.06922089336305183,0.36615391160029126,0.002970852291903882,0.02057130872549697,0.07861683026412081,0.00011648554351090808,0.03634579024881073,0.03852320445527132,0.14611344420646546,0.0005677963674291445,0.0,0.04054003176650418,0.18135508567339298,0.049223998641182515,0.04345559229620709,0.0161983337798363,0.01941244505351058,0.20579110253029506,0.5843054142962493
0.11328632455783845,0.5972517284371992,0.5165832582753942,0.10540463839659243,0.33683042000758856,0.3824961993038467,0.4784496724752354,0.5278550550111922,0.024755680594513815,0.6015366520860905,0.3142356422979237,0.07321338654410885,0.5304738998414495,0.00019694751703357895,0.13885755730809365,0.20604362611269467,0.14097550916350984,0.18845262569098897,0.008711872242903509,0.4517893896728868,0.035068110816407747,0.04276048822382384,0.008984943296265221,0.012487076424598195,0.02095381054167599,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.2512227462121579,0.6035567553131685,0.2407521562639231,0.00010287027586331565,0.365197335026972,0.000782905004001779,0.16204082381625762,7.598955579368875e-05,0.006230947253287941,0.17302217806634002,0.0031071839258759604,0.0006251891443459197,0.2512445345998356,0.0,0.0,0.3877514838915362,0.0,0.004738412217264196,0.728400726698417,0.42189986487911724,0.03650171246587588,0.981833535009077,0.024297806978851342,0.28958792401058314,0.055212113447609755,0.36081223426623826,0.2365991260961359,0.2321863625318381,0.575346439446463,0.0018041278887537479,0.003341139214105941,0.2572807824542733,0.0017332881496944404,0.09549533973368163,0.03588420712181497,0.7546588604789044,0.3341028008980798,0.0,0.0004735367510277007,0.00017626745058884979,0.5808560085572284,0.0,0.2874808166184908,0.0,0.0,0.23273780286549473,0.2508566260690926,0.17939283083930857,0.21334729367091748,0.34097415398286696,0.005612810052800647,0.019599425861916542,0.07815048935744992,0.037216263794571124,0.0008210259805996228,0.009284268633054659,0.729355021757845,0.5076314040029895,0.016001405818907712,0.338967316161248,0.002970852291903882,0.02057130872549697,0.01817341187225788,0.00011438670488908997,0.03634579024881073,0.03852320445527132,0.18651425272193134,0.0008237539725560901,0.0,0.04054003176650418,0.1712174715837349,0.049223998641182515,0.015729407411414223,0.06338478435588137,0.07596174151373727,0.09897201340660836,0.581655873638857
0.07509992302148823,0.6165179132254961,0.531094023957287,0.06987498500448246,0.3477252044822277,0.39324047456519046,0.4942579949869116,0.5278887063598559,0.06145791145838879,0.6015366520860905,0.07740739575930919,0.15446178619453857,0.5315033406728373,9.858263988302886e-05,0.13667406640423266,0.20604362611269467,0.14097550916350984,0.18845262569098897,0.5931948215186507,0.4517893896728868,0.03770269413453874,0.04516732810181873,0.011627650079882623,0.018196233834138605,0.02318816433489688,0.059905294160858734,0.19952230838469515,0.010659277014014265,0.0025631909211663965,0.0665791421824745,0.7674934279979947,0.4092754187696527,0.6237416984005103,0.0017938290238335853,0.006926673071379927,0.0027313840688217624,0.05178640193310933,0.20093640495628953,0.00011922704291890537,0.004970712812864633,0.21455831877093098,0.005525172023215604,0.00026937752550177074,0.23569632659122888,0.0,0.0,0.3877514838915362,0.0,0.004357666284655948,0.6974780543385865,0.3940667249728413,0.03650171246587588,0.981833535009077,0.05354315127590113,0.07090010450287283,0.17444738968827087,0.3604732838917394,0.2145419727782843,0.2231010306972864,0.5388199632203691,0.0024230485469111693,0.003341139214105941,0.0641061362706662,0.0017412901715987167,0.20102341694777337,0.04813498278719598,0.7546588558705049,0.3341028008980798,0.0,0.09286167187239859,0.7577761632683359,0.5808560085572284,0.487537748477502,0.2881785855908726,0.01953876122722776,0.5235354689595714,0.3491067042982421,0.35079660184357137,0.12195555249055756,0.29475539112568927,0.5055841540939793,0.046773825808912435,0.15289215522832011,0.07815048935744992,0.49125468208833883,0.0015157402718762266,0.009284268633054659,0.7295208973597912,0.013999427208715488,0.06914165311151568,0.3994988255211963,0.002970852291903882,0.02057130872549697,0.07857160829267293,0.00011438670488908997,0.03634579024881073,0.03852320445527132,0.23128924732863138,0.00035444453015985936,0.0,0.04054003176650418,0.16107751028081244,0.049223998641182515,0.034510293153007986,0.01572384380421645,0.018843805667178894,0.20527557528103346,0.5785297691608577
